Fiscal Year,Region,Country,Project ID,Project Name,URL,TTL,Lending Instrument,Sector Board,Product Line,IDA Education Commitments (US$M),IBRD Education Commitments (US$M),Other Financing for Education,Total Commitments for Education (US$M),Education as % of Total Commitment
FY11,Middle East & North Africa,Djibouti,P117424,Primary Education Support Program-EFA-FTI Catalytic Fund Additional Financing,http://www.worldbank.org/projects/P117424?lang=en,"Yarrow,Noah Bunce",Specific Investment Loan,Education,Recipient Executed Activities,0,0,4,4,100%
FY11,Middle East & North Africa,Lebanon,P118187,Second Education Development Project,http://www.worldbank.org/projects/P118187?lang=en,"Yarrow,Noah Bunce",Specific Investment Loan,Education,IBRD/IDA,0,40,0,40,100%
FY11,Middle East & North Africa,West Bank and Gaza,P122272,Emergency Service Support Project III Additional Financing I,http://www.worldbank.org/projects/P122272?lang=en,"Murray,Eileen",Specific Investment Loan,Social Protection & Labor,Special Financing,0,0,0.87,0.87,29%
FY11,OTHER,World,P123899,GHI Partnership for School and Hospital Earthquake Safety in the GFDRR Priority Countries,http://www.worldbank.org/projects/P123899?lang=en,"Tshering,Dechen",Technical Assistance Loan,Recipient Executed Activities,"Social, Urban, Rural and Resilience Global Practice",0,0,0.15,0.15,50%
FY11,South Asia,Afghanistan,P118925,Sustainable Development Of Natural Resources Project II,http://www.worldbank.org/projects/P118925?lang=en,"Stanley,Michael C.",Technical Assistance Loan,Energy & Extractives,IBRD/IDA,2.08,0,0,2.08,4%
FY11,South Asia,Afghanistan,P121755,ICT Sector Development Project,http://www.worldbank.org/projects/P121755?lang=en,"Raja,Siddhartha",Emergency Recovery Loan,Transport & ICT,IBRD/IDA,2,0,0,2,4%
FY11,South Asia,India,P121475,Economic Empowerment Project For Women (SEWA),http://www.worldbank.org/projects/P121475?lang=en,"Ghatate,Vinayak Narayan",Technical Assistance Loan,Agriculture,Recipient Executed Activities,0,0,0.6,0.6,33%
FY11,South Asia,Nepal,P104015,Enhanced Vocational Education And Training,http://www.worldbank.org/projects/P104015?lang=en,"Goyal,Sangeeta",Specific Investment Loan,Education,IBRD/IDA,50,0,0,50,100%
FY11,South Asia,Pakistan,P118177,Sindh Skills Development Project,http://www.worldbank.org/projects/P118177?lang=en,"Waheed,Huma Ali",Specific Investment Loan,Education,IBRD/IDA,16.8,0,0,16.8,80%
FY11,South Asia,Pakistan,P118779,Tertiary Education Support Project,http://www.worldbank.org/projects/P118779?lang=en,"Dundar,Halil",Specific Investment Loan,Education,IBRD/IDA,300,0,0,300,100%
FY11,South Asia,Pakistan,P121394,Khyber Pakhtunkhwa (KP) And Federally Administered Tribal Areas (FATA) Emergency Recovery Project,http://www.worldbank.org/projects/P121394?lang=en,"Mete,Cem",Emergency Recovery Loan,Social Protection & Labor,IBRD/IDA,35,0,0,35,14%
FY11,South Asia,Pakistan,P122756,Punjab Education Sector Project - Additional Financing,http://www.worldbank.org/projects/P122756?lang=en,"Waheed,Huma Ali",Specific Investment Loan,Education,IBRD/IDA,50,0,0,50,100%
FY11,South Asia,Pakistan,P124158,Emergency Job Training For Vulnerable Youth,http://www.worldbank.org/projects/P124158?lang=en,"Waheed,Huma Ali",Specific Investment Loan,Education,Recipient Executed Activities,0,0,2.76,2.76,100%
FY11,South Asia,Pakistan,P124913,Sindh Education Sector Additional Financing,http://www.worldbank.org/projects/P124913?lang=en,"Raju,Dhushyanth",Specific Investment Loan,Education,IBRD/IDA,50,0,0,50,100%
FY10,Africa,Angola,P105101,Local Development Project,http://www.worldbank.org/projects/P105101?lang=en,"Salazar,Manuel",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,20.43,0,0,20.43,25%
FY10,Africa,Burkina Faso,P117278,Poverty Reduction Support Credit (10),http://www.worldbank.org/projects/P117278?lang=en,"Alfandari,Gilles B.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,13.5,0,0,13.5,15%
FY10,Africa,Burkina Faso,P121714,Burkina Faso: Community Monitoring For Service Delivery,http://www.worldbank.org/projects/P121714?lang=en,"Yilmaz,Serdar",Technical Assistance Loan,Governance,Recipient Executed Activities,0,0,0.37,0.37,25%
FY10,Africa,Burundi,P113235,Economic Reform Support Grant III - Development Policy Loan,http://www.worldbank.org/projects/P113235?lang=en,"Nganou,Jean-Pascal",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,5,0,0,5,20%
FY10,Africa,Comoros,P120631,Emergency Crises Response Project,http://www.worldbank.org/projects/P120631?lang=en,"Vermehren,Andrea",Emergency Recovery Loan,Social Protection & Labor,IBRD/IDA,0.96,0,0,0.96,18%
FY10,Africa,"Congo, Democratic Republic of",P115318,Support to Street Children and Vulnerable Groups Project,http://www.worldbank.org/projects/P115318?lang=en,"Tovo,Maurizia",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0.8,0,0,0.8,8%
FY10,Africa,"Congo, Democratic Republic of",P120898,Emergency Urban And Social Rehabilitation Project Additional Financing,http://www.worldbank.org/projects/P120898?lang=en,"Diop,Mahine",Emergency Recovery Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,20,0,0,20,50%
FY10,Africa,Ethiopia,P118700,Second Phase of the General Education Quality Improvement Program Project (GEQIP) - EFA FTI Catalytic Fund Grant,http://www.worldbank.org/projects/P118700?lang=en,"Mai,Thanh Thi",Adaptable Program Loan,Education,Recipient Executed Activities,0,0,98,98,100%
FY10,Africa,"Gambia, The",P115427,EFA-FTI Catalytic Fund 2009-2011,http://www.worldbank.org/projects/P115427?lang=en,"Tomita,Ryoko",Specific Investment Loan,Education,Recipient Executed Activities,0,0,28,28,100%
FY10,Africa,"Gambia, The",P120783,Third Education Project - Additional Financing,http://www.worldbank.org/projects/P120783?lang=en,"Lahire,Nathalie",Specific Investment Loan,Education,IBRD/IDA,5.5,0,0,5.5,100%
FY10,Africa,"Gambia, The",P122285,Support to NGO Network TANGO,http://www.worldbank.org/projects/P122285?lang=en,"Joof,Badara Alieu",Technical Assistance Loan,Other,Recipient Executed Activities,0,0,0.04,0.04,20%
FY10,Africa,Guinea-Bissau,P090712,Rural Community-Driven Development Project,http://www.worldbank.org/projects/P090712?lang=en,"Auffret,Philippe",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,1.5,0,0,1.5,30%
FY10,Africa,Guinea-Bissau,P117861,Participatory Rural Development Project,http://www.worldbank.org/projects/P117861?lang=en,"Auffret,Philippe",Specific Investment Loan,Social Protection & Labor,Recipient Executed Activities,0,0,1.25,1.25,25%
FY10,Africa,Guinea-Bissau,P120214,European Union Food Crisis Rapid Response Facility Trust Fund,http://www.worldbank.org/projects/P120214?lang=en,"Bila,Aniceto Timoteo",Emergency Recovery Loan,Agriculture,Recipient Executed Activities,0,0,1.29,1.29,30%
FY10,Africa,Kenya,P111546,Youth Empowerment Project,http://www.worldbank.org/projects/P111546?lang=en,"Tesliuc,Cornelia M.",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,7.8,0,0,7.8,13%
FY10,Africa,Lesotho,P112817,2nd Poverty Reduction Support Credit,http://www.worldbank.org/projects/P112817?lang=en,"Arora,Preeti",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,5.5,0,0,5.5,22%
FY10,Africa,Lesotho,P116426,EFA Fast Track Initiative Catalytic Fund Grant For Lesotho,http://www.worldbank.org/projects/P116426?lang=en,"Jesse,Cornelia",Specific Investment Loan,Education,Recipient Executed Activities,0,0,20,20,100%
FY10,Africa,Liberia,P121686,"Youth, Employment, Skills Project",http://www.worldbank.org/projects/P121686?lang=en,"Chapman,Emily Weedon",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0.84,0,0,0.84,14%
FY10,Africa,Malawi,P114847,Project To Improve Education Quality In Malawi,http://www.worldbank.org/projects/P114847?lang=en,"Sankar,Deepa",Specific Investment Loan,Education,IBRD/IDA,50,0,0,50,100%
FY10,Africa,Malawi,P121065,Additional Financing For Social Action Fund  3,http://www.worldbank.org/projects/P121065?lang=en,"Manjolo,Ida",Adaptable Program Loan,Social Protection & Labor,IBRD/IDA,4.2,0,0,4.2,30%
FY10,Africa,Mali,P117270,Fourth Poverty Reduction Support Credit,http://www.worldbank.org/projects/P117270?lang=en,"Madani,Dorsati H.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,9.17,0,0,9.17,13%
FY10,Africa,Mauritania,P119900,Urban Development Project - Additional Financing,http://www.worldbank.org/projects/P119900?lang=en,"Abdelwedoud,Brahim",Adaptable Program Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,6.38,0,0,6.38,25%
FY10,Africa,Mozambique,P111592,Higher Education Science And Technology,http://www.worldbank.org/projects/P111592?lang=en,"Menezes,Ana Ruth",Specific Investment Loan,Education,IBRD/IDA,40,0,0,40,100%
FY10,Africa,Niger,P115436,EFA-FTI Basic Educ Project,http://www.worldbank.org/projects/P115436?lang=en,"Ouedraogo,Adama",Specific Investment Loan,Education,Recipient Executed Activities,0,0,8,8,100%
FY10,Africa,Rwanda,P113241,Sixth Poverty Reduction Support Grant,http://www.worldbank.org/projects/P113241?lang=en,"Ezemenari,Kenechukwu Maria",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,17.37,0,0,17.37,15%
FY10,Africa,Rwanda,P115816,Education For All - Fast Track Initiative Catalytic Fund Bridge Grant,http://www.worldbank.org/projects/P115816?lang=en,"Hoftijzer,Margo A.",Development Policy Lending,Education,Recipient Executed Activities,0,0,35,35,100%
FY10,Africa,Senegal,P116783,EFA-FTI Catalytic Fund,http://www.worldbank.org/projects/P116783?lang=en,"Seck,Atou",Specific Investment Loan,Education,Recipient Executed Activities,0,0,81.5,81.5,100%
FY10,Africa,Senegal,P117273,Poverty Reduction Support Credit 4,http://www.worldbank.org/projects/P117273?lang=en,"Ndione,Mamadou",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,8.6,0,0,8.6,20%
FY10,Africa,Sierra Leone,P113757,Decentralized Service Delivery Program,http://www.worldbank.org/projects/P113757?lang=en,"Khan,Qaiser M.",Adaptable Program Loan,Social Protection & Labor,IBRD/IDA,5.4,0,0,5.4,27%
FY10,Africa,South Africa,P086528,"Development, Empowerment And Conservation In The Greater St Lucia Wetland Park and Surrounding Region",http://www.worldbank.org/projects/P086528?lang=en,"Sobrevila,Claudia",Specific Investment Loan,Environment & Natural Resources,Global Environment Project,0,0,1.8,1.8,20%
FY10,Africa,Tanzania,P114866,Secondary Educ. Development Program II,http://www.worldbank.org/projects/P114866?lang=en,"Joshi,Arun R.",Adaptable Program Loan,Education,IBRD/IDA,150,0,0,150,100%
FY10,Africa,Uganda,P115563,Health Systems Strengthening Project,http://www.worldbank.org/projects/P115563?lang=en,"Okwero,Peter",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,1.3,0,0,1.3,1%
FY10,East Asia & Pacific,China,P086446,Chongqing Urban-Rural Integration Project,http://www.worldbank.org/projects/P086446?lang=en,"You,Ji",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,7.56,0,7.56,9%
FY10,East Asia & Pacific,China,P101716,Jilin Agricultural Product Safety And Quality,http://www.worldbank.org/projects/P101716?lang=en,"Karaky,Rabih H.",Specific Investment Loan,Agriculture,IBRD/IDA,0,1,0,1,1%
FY10,East Asia & Pacific,China,P117107,Liaoning And Shandong Technical And Vocational Education and Training Project,http://www.worldbank.org/projects/P117107?lang=en,"Xiao,Liping",Specific Investment Loan,Education,IBRD/IDA,0,40,0,40,100%
FY10,East Asia & Pacific,Indonesia,P113341,Health Professional Education Quality Project,http://www.worldbank.org/projects/P113341?lang=en,"Marzoeki,Puti",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,0,38.91,0,38.91,50%
FY10,East Asia & Pacific,Indonesia,P115052,Third National Program For Community Empowerment In Rural Areas,http://www.worldbank.org/projects/P115052?lang=en,"Rufianne,Griya",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,172.7,0,172.7,22%
FY10,East Asia & Pacific,Indonesia,P118977,MDF Aceh - Partner Agency on Nias Rural Access and Capacity Building Project,http://www.worldbank.org/projects/P118977?lang=en,"Khan,Shamima",Specific Investment Loan,Recipient Executed Activities,"Social, Urban, Rural and Resilience Global Practice",0,0,2.5,2.5,30%
FY10,East Asia & Pacific,Indonesia,P119125,Additional Financing BOS Knowledge Improvement for Transparency and Accountability Project,http://www.worldbank.org/projects/P119125?lang=en,"Kesuma,Ratna",Specific Investment Loan,Education,IBRD/IDA,0,500,0,500,100%
FY10,East Asia & Pacific,Indonesia,P126059,JSDF-Indonesia: Empowering Women Overseas Migrant Workers,http://www.worldbank.org/projects/P126059?lang=en,"Kuntari,Sri",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,0.47,0.47,30%
FY10,East Asia & Pacific,Lao People's Democratic Republic,P109736,TA for Capacity Development in Hydropower and Mining Sector,http://www.worldbank.org/projects/P109736?lang=en,"Gerner,Franz",Technical Assistance Loan,Energy & Extractives,IBRD/IDA,0.96,0,0,0.96,12%
FY10,East Asia & Pacific,Lao People's Democratic Republic,P110109,Fifth Poverty Reduction Support,http://www.worldbank.org/projects/P110109?lang=en,"Mohib,Saiyed Shabih Ali",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,2.4,0,0,2.4,12%
FY10,East Asia & Pacific,Lao People's Democratic Republic,P116734,Environment And Social Project - Additional Financing,http://www.worldbank.org/projects/P116734?lang=en,"Phetnavongxay,Viengkeo",Specific Investment Loan,Environment & Natural Resources,IBRD/IDA,0.21,0,0,0.21,7%
FY10,East Asia & Pacific,Lao People's Democratic Republic,P118494,Additional Financing for the Second Education Development Project,http://www.worldbank.org/projects/P118494?lang=en,"Parandekar,Suhas D.",Specific Investment Loan,Education,IBRD/IDA,15.5,0,0,15.5,100%
FY10,East Asia & Pacific,Philippines,P082144,Social Welfare And Development Reform,http://www.worldbank.org/projects/P082144?lang=en,"Posarac,Aleksandra",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,109.35,0,109.35,27%
FY10,East Asia & Pacific,Samoa,P118636,Economic Crisis Recovery Support Credit,http://www.worldbank.org/projects/P118636?lang=en,"Suri,Vivek",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,3.4,0,0,3.4,17%
FY10,East Asia & Pacific,Timor-Leste,P120890,Education Sector Support (ESSP) Additional Financing,http://www.worldbank.org/projects/P120890?lang=en,"Close,Stephen David",Specific Investment Loan,Education,IBRD/IDA,5,0,0,5,100%
FY10,East Asia & Pacific,Vietnam,P110693,New Model University Project,http://www.worldbank.org/projects/P110693?lang=en,"Crawford,Michael F.",Specific Investment Loan,Education,IBRD/IDA,180.4,0,0,180.4,100%
FY10,East Asia & Pacific,Vietnam,P111182,Poverty Reduction Support Credit 9,http://www.worldbank.org/projects/P111182?lang=en,"Kubota,Keiko",Development Policy Lending,Governance,IBRD/IDA,16.5,0,0,16.5,11%
FY10,East Asia & Pacific,Vietnam,P113493,Second Northern Mountains Poverty Reduction Project,http://www.worldbank.org/projects/P113493?lang=en,"Nguyen,Lan Thi Thu",Specific Investment Loan,Agriculture,IBRD/IDA,30,0,0,30,20%
FY10,East Asia & Pacific,Vietnam,P118610,Project Preparation Ta Facility,http://www.worldbank.org/projects/P118610?lang=en,"Dang,Nga Thi Quynh",Technical Assistance Loan,Transport & ICT,IBRD/IDA,6,0,0,6,6%
FY10,East Asia & Pacific,Vietnam,P118797,GPOBA: Vietnam Education Project,http://www.worldbank.org/projects/P118797?lang=en,"Tran,An Thi My",Specific Investment Loan,Education,Recipient Executed Activities,0,0,3,3,100%
FY10,East Asia & Pacific,Vietnam,P119684,Natural Disaster Risk Management Project - Additional Financing,http://www.worldbank.org/projects/P119684?lang=en,"Konishi,Toru",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,7.5,0,0,7.5,10%
FY10,Europe & Central Asia,Armenia,P115626,Armenia First Development Policy Operation,http://www.worldbank.org/projects/P115626?lang=en,"Taliercio,Robert R.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,9,0,0,9,15%
FY10,Europe & Central Asia,Kyrgyz Republic,P115524,Second Village Investment Project : Additional financing,http://www.worldbank.org/projects/P115524?lang=en,"McLean,Keith W.",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,2.64,0,0,2.64,33%
FY10,South Asia,Pakistan,P102607,Higher Education Support Program,http://www.worldbank.org/projects/P102607?lang=en,"Naqvi,Naveed Hassan",Development Policy Lending,Education,IBRD/IDA,100,0,0,100,100%
FY10,Europe & Central Asia,Latvia,P115732,Latvia First Special Development Policy Loan: Safety Net and Social Sector Reform,http://www.worldbank.org/projects/P115732?lang=en,"Packard,Truman G.",Development Policy Lending,Social Protection & Labor,IBRD/IDA,0,38.85,0,38.85,27%
FY10,Europe & Central Asia,Poland,P117666,Third Development Policy Loan,http://www.worldbank.org/projects/P117666?lang=en,"Richter,Kaspar",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,292.89,0,292.89,22%
FY10,Europe & Central Asia,Tajikistan,P114313,Education Modernization Project - Additional Financing,http://www.worldbank.org/projects/P114313?lang=en,"Bazarova,Saodat",Specific Investment Loan,Education,IBRD/IDA,2,0,0,2,100%
FY10,Europe & Central Asia,Tajikistan,P115343,Fast Track Initiative Catalytic Fund Grant - 3,http://www.worldbank.org/projects/P115343?lang=en,"Bazarova,Saodat",Specific Investment Loan,Education,Recipient Executed Activities,0,0,13.5,13.5,100%
FY10,Europe & Central Asia,Tajikistan,P117692,Fourth Programmatic Development Policy Grant Program,http://www.worldbank.org/projects/P117692?lang=en,"Canagarajah,Roy S.",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,2.79,0,0,2.79,11%
FY10,Europe & Central Asia,Turkey,P112495,Restoring Equitable Growth And Employment Programmatic Development Policy Loan,http://www.worldbank.org/projects/P112495?lang=en,"Thomas,Mark Roland",Development Policy Lending,Macro Economics & Fiscal Management,IBRD/IDA,0,260,0,260,20%
FY10,Latin America & Caribbean,Argentina,P113896,Social Inclusion and Development Sector-Wide Approach (SWAP) Project,http://www.worldbank.org/projects/P113896?lang=en,"Coppola,Andrea",Specific Investment Loan,Macro Economics & Fiscal Management,IBRD/IDA,0,19,0,19,38%
FY10,Latin America & Caribbean,Brazil,P117244,"Rio State Fiscal Sustainability, Human Development and Competitiveness Development Policy Loan",http://www.worldbank.org/projects/P117244?lang=en,"Gragnolati,Michele",Development Policy Lending,Education,IBRD/IDA,0,106.7,0,106.7,22%
